tweet_id,tweet_text,Misogyny
8.97E+17,"ทำดี .. ย่อมได้ดี
แต่ถ้า “ตอแหล” ให้ถูกวิธี
มันก็ได้ดีเหมือนกัน 👐 pic.twitter.com/TpMLotdht0",0
8.95E+17,กูต้องอยู่ร่วมสังคมกับคนที่มีความคิดแค่นี้หรอ?? ต่ำ!!!,0
9.03E+17,TWEET_NOT_FOUND,0
9.03E+17,TWEET_NOT_FOUND,0
9.03E+17,TWEET_NOT_FOUND,0
8.99E+17,เรียนผูก ก็ต้องเรียนแก้ ถ้าคิดจะตอแหล ก็ต้องแถให้ที่สุด,0
9.00E+17,ประชาชนชาวไทยเหมือนตายทั้งเป็น นับแต่มีปีศาจทหารขี้ฉ้อตอแหลยึดอำนาจ หลอกลวงปวงชนว่าขอเวลาอีกไม่นานจะคืนความสุขให้ประชาชน ที่แท้เป็นกลลวง,0
8.99E+17,ไปเปนดาราไป ตอแหล ขนาดนี้ มอบมง 55555555 อีดอกกกกกกกก,0
9.01E+17,คนตอแหลน่าตาก็จะประมาณพวกมึง,0
8.99E+17,TWEET_NOT_FOUND,0
9.00E+17,,0
9.00E+17,,0
8.96E+17,เท่าที่เคยเจอมาคนนี้เหี้ยสุดแล้ว ตอแหลเหมาะสมกันดี,0
9.00E+17,กูนี่เกลียดจริงๆกับอีคำว่าเลิกกันไม่จำเป็นต้องเกลียดกัน อีตอแหล,0
9.01E+17,สวยตอแหลก็ไม่นับถือหลอกปลอมเปลือก,0
8.96E+17,เอาจริง ทวิตเป็นที่แรกในโลกเลยที่เรารู้สึกว่าโพสความจริงอะไรก็โดนหาว่าตอแหล,0
8.99E+17,TWEET_NOT_FOUND,0
8.99E+17,TWEET_NOT_FOUND,0
9.00E+17,,0
9.01E+17,TWEET_NOT_FOUND,0
9.00E+17,😡 ต้องการอะไร ถึงมาตอแหล สร้างเรื่อง  เก่งจริงนะ เล่นกับความรู้สึกคนอื่น นรก !!! ว่างๆ ค่อยทำบุญไปให้นะ กราบขอบคุณที่ทำให้รู้สันดาน !!!,0
9.00E+17,TWEET_NOT_FOUND,0
8.96E+17,ตอแหลไม่เก่งคะ ถ้าเกลียดคือจะไม่ยุ่งด้วยเลย เข้าใจตรงกันนะ,0
9.00E+17,กูเกลียดคนที่แซะกู พอไปถามเสือกเฉไฉบอกแซะคนอื่น ด่าตอแหลล้านรอบกูยังไม่สะใจเลยอีส้นตีน,0
9.00E+17,เหี้ยไปอีกอะ คนเรา โครตจะไม่มีสปิริตในการทำงาน ละเสือกตอแหลเป็นเจ้าภาพ,0
9.01E+17,สังคมเพื่อนในมหาลัยนี่ตอแหลจริงใส่หน้ากากกันกี่ชั้นอะบอกหน่อยบางคนก็ควรรู้ตัวเองปะว่าทำไมเพื่อนไม่เอาเพื่อนถึงแยกออกมาควรปรับปรุงอะจริง,0
9.03E+17,เสือกทุกเรื่องจริงๆเลย ไม่ไปผุดไปเกิดซักที,0
9.03E+17,TWEET_NOT_FOUND,0
8.99E+17,,0
9.03E+17,ใช่ที่มันเป็นเรื่องของคุณ และใช่ที่คุณมีสิทธิ์ที่จะไม่บอก และใช่เราไม่มีสิทธิ์เสือก,0
8.99E+17,อัลฟอลไปดิใครห้ามมึง ไม่เสือกเรื่องของกูก็คงไม่ตายหรอกเนาะ,0
9.00E+17,"การไม่มีเธอมากเสือกในชีวิต
มันช่างเป็นลาบอันประเสริฐสำหรับเรา",0
9.00E+17,TWEET_NOT_FOUND,0
9.03E+17,คนเราถ้าไม่เสือกสักเรื่องจะตายมั้ยว่ะ,0
8.98E+17,,0
9.03E+17,TWEET_NOT_FOUND,0
8.99E+17,กูเสือกหมดแหละถ้ามันเป็นเรื่องของมึง,0
9.03E+17,"เกลียดคนประเภท ยืนต่อแถวซื้อของแล้วยังไม่ถึงคิวตัวเองแล้วเสือกตะโกนสั่ง คือมึงถึงคิวก่อนค่อยสั่งม่ะ 
😡😡😡😡😡😡",0
8.98E+17,,0
9.00E+17,"เก่งจังเลยเรื่องเสือก 
เสือกแล้วเสือกให้สุดนะ",0
9.03E+17,,0
8.99E+17,TWEET_NOT_FOUND,0
9.03E+17,ด่ากูกะหรี่ นี่ไม่ดูตัวเองเลยว่าร่านขนาดไหน,1
9.03E+17,TWEET_NOT_FOUND,0
9.01E+17,,0
9.00E+17,ปล้นอำนาจประชาชน เสือกมาเคลมตัวเองว่าดี เคลมตัวเองว่าเป็นประชาธิปไตย เคลมตัวเองว่าเคารพกฎหมาย ที่ผ่านมา มึงคงแดกยากันยุงไปเยอะเน๊าะ,0
9.03E+17,ไปรษณีย์ประเทศนี้แม่งเป็นอะไร ยังไม่ทันจะมาส่งของแต่เสือกขึ้นนำจ่ายใหม่ นี่รอบที่สองแล้วนะ เวง,0
8.99E+17,ทักมาหาหอกอะไร พอกูตอบเสือกอ่านไม่ตอบ อีสัส.,0
8.99E+17,TWEET_NOT_FOUND,0
9.03E+17,,0
8.99E+17,เหนื่อยมั้ย ที่ต้องมาเสือกเรื่องคนอื่นอยู่ตลอดเวลาอ่ะ.,0
8.99E+17,ประโยคที่บอกว่าหน้าเหี้ยแต่ได้แฟนหล่อ นี่โคตรบุลลี่ ทำไมวะ เป็นห่าอะไรต้องไปเสือกเรื่องหน้าตาชาวบ้านเขา,0
8.98E+17,เพราะจริงแล้ว คือ มันทำให้มึงดูเป็นคนโง่ Eq ต่ำ ทำงานร่วมกับคนอื่นไม่ได้มากกว่า,0
8.98E+17,"โง่จังนะคะ แค่รูปอีดิทก็ยังดูไม่ออก
รูปตัดต่อมันแม่งก็ไม้ได้เนียนเหี้ยไรเลย",0
9.03E+17,TWEET_NOT_FOUND,0
8.98E+17,โอ๊ย อีโง่ อีเด็กขี้เสือกกกก มรุงสงสัยอะไร,0
8.98E+17,คนไทยเป็นพวกชอบเเสดงความคิดเห็น เเต่เป็นความคิดในเเบบที่ทำให้ตัวเองดูโง่ เกรียนเพื่อความสะใจของตัวเอง คิดว่าเท่เเต่มันดูเป็นคนโง่นะ,0
9.03E+17,"เด็กนักเรียน ม.4/4  เคยกล่าว ""ไม่มีความเลวร้ายใด ที่จะยิ่งไปกว่าการที่บริหารโง่ แล้วยังจะขยันโง่",0
9.00E+17,ไม่เคยคิดว่าจะน้องตัวเองจะโง่ขนาดนี้  โง่จนกุอยากกลั้นใจตายแทนมันให้รู้แล้วรู้รอด...โง่กว่าวัวกว่าควายอีก,0
9.01E+17,"คนโง่ กับ คนตอแหล 
มันตามกันไม่ทันหรอกนะ",0
9.03E+17,เดียวนี้สมัครงานดูภาษาค่า ซึ่งนี่โง่มาก......สมัครทีลำบากโครตๆ 5555555555555555,0
9.03E+17,ก่อนจะโง่ทิ้งของมีค่า คิดก่อน คิดดีดี ดึงสติ ร้องตามทีหลัง มึงหมาไง,0
9.01E+17,,0
8.98E+17,"คนที่ด่าว่าเราโง่
ความจริง เค้าอาจจะโง่ กว่าเราก็ได้",0
8.99E+17,,0
8.92E+17,#MyMateNate ดราม่าเก่าผ่านสักพักดราม่าใหม่มา เอออออออออ ติ่งบางคนนี่โง่แล้วยังจะโชว์โง่อีก,0
9.01E+17,คนไทยเป็นคนขี้เสือก #มือลั่น #เจนี่,0
9.02E+17,,0
8.98E+17,ฮา พ่อแม่มึงหรอ ต้องเป็นคนแบบไหนเรียกผญ.ว่าอีโง่ อีกะหรี่ได้แบบสนุกปาก,0
8.96E+17,ผช มันไม่รู้หรอกว่า ผญ อ่อยอะ แม่งตอแหลเหงามากหรอ อีสัสนี่ทำกูรมขึ้น แฟนกูก็ดูไม่ออก ที่เรื่องนี้อะเสือกโง่ มันน่าหงุดหงิดมั้ยอะ !!,0
8.98E+17,เวลาทวิตอะไรไม่หาข้อมูลดีๆ ก่อน มันก็จะดูโง่ๆ หน่อย,0
9.03E+17,ด่าศาลกันสนุกปากเลยนะมึง คดีนี้น่าจะด่าทีมกฎหมายมากกว่านะ แต่จุดมุ่งหมายก็จะให้ด่าศาลอยู่แล้วหละ ถึงดื้ออุทธรณ์ถึงฎีกา ปั่นหัวพวกโง่ง่ายๆ,0
8.98E+17,พอเรียนมาทั้งวันก็จะขี้เกียจทำทุกอย่าง อยากนอนโง่,0
8.98E+17,มนุษย์เป็นสิ่งมีชีวิตที่โง่เขลา twitter.com/worldnews_atv3…,0
8.97E+17,ก็รู้นี่ว่าตัวเอง 'อคติ' แต่ก็ยังพ่นคำโง่ๆ ออกมาให้คนอื่นเขารู้ถึงวุฒิภาวะ ที่'ต่ำ'เตี้ยเรี่ยดินออกมาประจานตัวเองอ่ะคนเรา,0
9.03E+17,ขอเรียกร้องให้รัฐบาลหรือหน่วยงานที่เกี่ยวข้องดำเนินการจัดการควบคุมประชากรสลิ่มโดยด่วน เพราะความโง่ของคนเหล่านี้สามารถทำร้าย ปท.ได้ตลอดเวลา,0
8.98E+17,อิเมท มึงโง่รึมึงโง่ บอกอย่าปิดประตูสองบานพร้อมกัน คุณมึงก็เลื่อนทีละบานแต่เอามาซ้อนกัน จ่ะ....อิดอก,0
8.99E+17,ผู้ชายชอบบอกว่าไม่เอาผู้หญิงลุคแรดๆร่านๆมาทำเมีย หืมนี่ก็ไม่เอาผู้ชายที่เย็ดผู้หญิงไปทั่วมาทำผัวเหมียนกัน5555,0
8.98E+17,มันมาถึงยุคระบอบอำมาตย์ครองเมือง  ชาวบ้านจะถูกดูแคลนว่าเป็นคนชั้นต่ำ  โง่  ถึงจน twitter.com/shutup2557/sta…,0
9.03E+17,จะด่าว่าโง่ก็เกรงใจ เสื้อแดงก็ด่าศาลต่อไป ศาลต้องรับผิดชอบความโง่ของทนายมึงมั้ย? จะเอาเป็นความผิดส่วนตัว ในขณะที่ใช้อำนาจตามตำแหน่งหน้าที่?,0
8.81E+17,"เมื่อศาลชั่ว รัฐบาลเหี้ย ทหาร-ตำรวจเลว
ก็ใกล้ถึงเวลาประชาชนลุกขึ้นจับปืนสู้

เป็นกองกำลังปฎิวัติประชาชนเวเนซุเอลา... fb.me/30TL6wAsN",0
8.96E+17,TWEET_NOT_FOUND,0
8.97E+17,เช้านี้เป็นอะไรวะ เจอแต่พวกน่าตบให้หายโง่ ทำตัวไร้สาระ ไม่ได้ดั่งใจก็ออกจากเกม มึงบ้าเปล่าเนี่ย เด็กเกรียนรึไงมึง #rov #เมื่อฉันเล่นROV,0
9.03E+17,TWEET_NOT_FOUND,0
8.72E+17,#สมแล้วที่เป็นประเทศด้อยพัฒนา สำหรับคนที่ชื่นชอบอิเปรี้ยว #ทีมเปรี้ยว ก็รอให้มันไปฆ่าหั่นศพญาติพวกคุณก่อนละกันนะแค่ตัดสินใจอีกทีว่าดีรึเลว,0
9.03E+17,บางคนก็ยังสำนึกตัวไม่ได้ เลวยังงัยก็แบบนั้น อย่าได้บริจาคเลือดให้ใครเชียว กลัวติดเชื้อชั่วจากเซลล์เม็ดเลือดแดง,0
8.90E+17,,0
8.98E+17,คือใจกูแทบสลายแล้วอะตอนนี้ มึงทำห่าอะไรเค้าไว้ แล้วเค้าต้องมาขอโทษมึงกันอีกอะ สารเลว,0
9.01E+17,,0
8.99E+17,"เป็นผู้หญิงต้องทำตัวให้มี "" ค่า "" ไม่ต้องร่านให้ "" ท่า "" มาก",1
8.96E+17,มีแต่ผู้หญิงควายๆที่เชื่อคำพูดจากผู้ขายเหี้ยเหี้ยๆอย่างไอ้ดิว จริงแค่โว่อย่างเดียวไม่ได้ต้องร่านด้วยไม่งั้นไม่โดนหลอกให้เป็นกะหรี่เย็ดมาสามปีหรอก,1
9.03E+17,มันก็เลวเหมือนกันก็ตัดสินให้มันเสมอกันหน่อย บอกไม่อยู่ในขอบเขตอำนาจศาลเป็นเรื่องของปปช เหี้ยไรเนี่ย,0
8.99E+17,เกิดเป็นผู้หญิงทำไมรักนวลสงวนตัว,1
8.99E+17,,0
8.99E+17,ผู้หญิงต่อให้เรียบร้อยแค่ไหน แต่เมื่อเข้าสู่หวังวนให้เซ็ก แค่ช่วยตัวเองก็ติดใจร้องครวญคราง เรียกร้องอยากให้ไปมีอะไรด้วย ผู้หญิงบ้างคนชอบให้ผู้ชายเนียกกระหรี่ แรดร่าน,1
9.03E+17,ต้นแบบผู้ใหญ่เลวๆที่ใช้อำนาจในทางที่ไม่ชอบ,0
9.00E+17,อีเหี้ยด่ากูว่าสารเลว....เเม่งมึงดูตัวเองบ้างเถอะ,0
9.01E+17,ไอ้ดิวมันขอบแหล่ะผู้หญิงร่านๆแบบมึงเย็ดง่ายดีแต่สุดท้ายมันก็ไม่รักอยู่ดีอีเนยกะหรี่ดอกทอง,1
9.01E+17,"คนเลวได้กับคนร่าน ก็เหมาะกันแล้วนิ
ทั้งด้าน ทั้งร่าน และ เลว!!พอๆกัน",0
8.99E+17,กูอยู่ร่วมประเทศกับคนที่มีระบบความคิดเลวทรามแบบนี้หรอ,0
9.01E+17,TWEET_NOT_FOUND,0
8.95E+17,"ตำรวจดี ใส่ชุดก็เหมือนโล่เกียรติยศ
ตำรวจเลว ใส่ชุดก็เหมือนปลอกคอหมา fb.me/Jyr9gMPa",0
8.98E+17,ส่อให้เห็นถึงตระกูลเลยนะ คนแบบนี้ เลวจริงๆ สูงส่งมากหรอ,0
8.99E+17,ไม่รู้จะซื่อสัตย์กับคนเลวๆทำไม สุดท้ายคนที่ซื่อสัตย์แม่งก็ต้องเจ็บอยู่ดี,0
8.98E+17,บางกลุ่มของคนของมึงนั้นแหละ ที่สันดานไม่ดี ไม่มีมารยาท ไม่มีความเกรงใจ เลว!,0
8.98E+17,ทำเป็นล่าแม่มดยุคมืดไปได้ ทำแบบลากหัวจิกหัวมันมากลางฝูงชนข่ะ มารุมกันปาหินใส่ ถ้าไม่สะใจก็ถมน้ำลายด้วย รู้สึกโลกโซเชี่ยลเลวทรามมาก,0
8.99E+17,แมลงสาบไอชั่วไอเลว มันจะมากเกินไปละยะ,0
8.91E+17,ตำรวจเลว 0.01% แก้ตัวให้พ้นไปวันๆ twitter.com/Kea_New/status…,0
8.52E+17,สะโพกคุณคนนั้นนี่เห็นข่าวว่าจะมีลูกสักสิบคน ขอติดตามดูกระบวนการผลิตลูกทั้งสิบคนเลย,1
8.98E+17,อีเลว อีพ่อแม่ไม่สั่งสอน มารยาทไม่มี พวกไร้อารยะ พวกสัมภเวสี โว้ย ไม่รู้จะด่าไงแล้ว,
8.99E+17,เกินเป็นผู้หญิงทำไมทำกับข้าวไม่เป็นจะเป็นแม่บ้านได้ยังไง,1
9.03E+17,แรดขนาดนี้ไปเป็นกะหรี่เลยค่าาาา สีปากเหมือนกะหรี่นาจา,1
8.99E+17,ตอนแรกด่าลูกกะหรี่ สักพักด่าเด็กกำพร้า มึงเป็นอะไรรร๊,
9.03E+17,"อย่าด่ากูว่ากะหรี่
จะเป็นทั้งที !
กูของเป็นเจ้าของซ่อง",
8.98E+17,ตอนแรกมองเป็นรุ่นพี่ ผ่านไปสองนาที กลายเป็นกะหรี่ในพริบตา pic.twitter.com/G4ggPybNPP,1
8.99E+17,เกินเป็นผู้หญิงทำไมทำกับข้าวไม่เป็นจะเป็นแม่บ้านได้ยังไง,1
8.98E+17,นี่กูรอหัวเราะอยู่อ่ะบอกเลยและถ้ากูขยันมีเงินเยอะกูจะให้แม่หยุดไปช่วยเค้า กูไม่อยากให้แม่ไปรับรู้เกี่ยวกับชีวิตเค้าแล้วอ่ะ กะหรี่ยังดูดีกว่า,1
9.03E+17,ผญแบบมึง เพื่อนกูไม่ชอบหรอก ชอบหาเรื่องชาวบ้าน ด่ากะหรี่ไปทั่ว มึงนี่ยิ่งกว่ากะหรี่,1
9.01E+17,พึ่งรู้ว่าผชสมัยนี้ชอบเอากะหรี่มาอยู่ข้างๆ,1
9.01E+17,สวยไม่คงที่ กะหรี่สิคงทน,1
9.01E+17,"ไม่ต่างอะไรกับ กะหรี่ปั๊บเรย
แต่กะหรี่ปั๊บซื้อมากินแล้วอร่อย
แต่กะหรี่นี้ซื้อมากินแล้ว หยี้😂😝",1
9.01E+17,แม่งงง ชาติหน้าขอให้มึงลำบากกว่าที่ทำกับพ่อแม่กูล้านเท่า อีกะหรี่,1
9.01E+17,ภาษาที่สองหมายถึง ภาษาแม่เป็นกะหรี่แบบมึงใช่ใหมคะ แบบนั้นขอพูดแค่ภาษาเดียวคะ ภาษาไทย twitter.com/baebierene/sta…,1
9.01E+17,TWEET_NOT_FOUND,0
9.01E+17,,0
9.01E+17,TWEET_NOT_FOUND,0
9.01E+17,ผช ที่เป็นแมงดามาเกาะผญ นี่เวรมาเกิดจริงๆ,0
9.03E+17,TWEET_NOT_FOUND,0
8.98E+17,TWEET_NOT_FOUND,0
9.01E+17,ตอแหลทุกวินาที กะหรี่ทุกเวลา ใช้ชีวิตอย่างไร้ค่า คืออีตัวอย่างว่าที่แฟนเก่าอย่างมึงคู่ควร #ผู้ดีหัดด่า #แคปชั่นเด็ด #ด่าแรง,1
8.99E+17,ล่าสุด คนที่ฟิต เรียกกะหรี่แล้ว ความก้าวหน้าทางความแรด ช่างกว้างขวาง,1
9.01E+17,,0
8.99E+17,กระโปรงนร.เธอนี่มารร.กะเรียนหรือกะหรี่ฮะโทษที,1
8.99E+17,เป็นคนธรรมดาเลิกเป็นกะหรี่ให้ได้ก่อนแล้วค่อยมาหาเรื่องกู,1
8.99E+17,ยินดีต้อนรับ ซ่องกะหรี่โสเภณีที่กลับมา เราจะกลับมาเป็นมหาอำนาจด้านอุตสาหกรรมทางเพศยิ่งใหญ่ที่สุดในโลกอีกครั้ง twitter.com/newsplusth/sta…,0
8.99E+17,อยากพกกล้องส่องทางไกล จะเอาไว้ส่องกะหรี่ที่กรุงเทพจากเชียงใหม่ อยากดูหน้ามันชัดๆ กะหรี่ผีหรือกะหรี่หมา...,1
8.99E+17,"ถึงเจ้าหญิงกระโปรงเหลือง กะหรี่หมู่เกาะใต้ อย่าขี้ฟ้องนัก หวังดีอยากเตือน
ทุกคนเค้าสมเพชเทอออหนะ
หยุดทำร้ายตัวเองเถิด! ผ่ามมม !",1
8.99E+17,อยากลบกะหรี่ให้หมดไปจากสังคม เป็นแจ็คดรป.แล้วฆ่าแม่งเลย,1
8.98E+17,,0
8.98E+17,TWEET_NOT_FOUND,0
9.02E+17,ไม่ว่าสถานะทางสังคมจะสูงเพียงใด ก็ไม่อาจปิดกั้นความ “ถ่อย เถื่อน ต่ำ“ใด้,0
8.96E+17,เกลียดทวิตมึงมาก ถ้าอยู่ตรงหน้าจะเอาทวิตมึงมาฉีกๆๆๆๆๆแล้วเผาไฟให้มอดแล้วเอาใส่ถุงดำลงถังขยะสารพิษอันตราย ต่ำ,0
8.98E+17,ตั้งแต่พวกมาเดินขอเงินแล้ว ต่ำ ตม,0
9.02E+17,ชีวิตนี้จะดูถูก จะกดคนอื่นให้ต่ำเหมือนตัวเองให้ได้เลยหรอ ต่ำ!,0
8.99E+17,,0
9.02E+17,การศึกษาไม่ได้ช่วยให้มึงเป็นคนดีขึ้นมาเลย ต่ำ,0
8.98E+17,ต่ำ ต่ำจนรู้ว่ามาจากครอบครัวแบบไหนอะ,0
8.97E+17,,0
8.98E+17,"อะไรหล่อหลอมให้แม่งเป็นคนแบบนี้วะ55555555555555555555 

พวกระยำจิต สกปรก ต่ำ หยาบช้า เหี้ย = ป่าน",0
8.96E+17,ไม่อยากลดตัวลงไปใช้ผู้ชายร่วมกับผู้หญิงชั้นต่ำ,1
8.99E+17,TWEET_NOT_FOUND,0
8.99E+17,สันดานต่ำพ่อแม่ตามใจ,0
8.82E+17,อนาคตอยู่ในมือคนใกล้ตาย ถูกชี้ทางโดยทัศนคติที่ต่ำกว่าไดโนเสาร์ บอกว่ากำลังช่วยเราอยู่ ห้ามให้เราคิดเอง ทำเอง #สมแล้วที่เป็นประเทศด้อยพัฒนา,0
8.95E+17,"ขอความช่วยเหลืออะไร กุไม่เคยบ่น ช่วยเท่าที่ช่วย
พอตอนกุขอกลับไป ทำไม'ต่ำ'กับกุอย่างนี้ละ
'เพื่อน' อย่ามึงกุคบมาเพื่ออะไร
#สังคมมหาลัย",0
8.98E+17,เขียนหัวข้อได้เหี้ยจริงๆ นี้เหรอเรียกตัวเองว่านักข่าว ต่ำ! twitter.com/dailynewstwit/…,0
8.98E+17,ชีวิตกูไม่ต้องพึ่งคนอย่างมึงอะ จริงๆถ้ากูไม่ลดตัว ก็คงไม่ได้มารู้จักมึงนะ ต่ำ,0
8.99E+17,การลวนลามคนอื่นเป็นเรื่องธรรมดาหรอ ต่ำ,0
8.99E+17,TWEET_NOT_FOUND,0
8.95E+17,ใครสั่งใครสอนให้เอาหมากฝรั่งไปแปะบนแอร์รถเมล์วะ ชั้นต่ำ,0
8.97E+17,เมียน้อยหน้าหี ทำมาอ้างโควิด โถอีแรด,1
8.97E+17,สมองมันอ่อนจนแยกแยะไม่ออกว่าคนอื่นเขาจะทำงานรือพักผ่อนแต่มึงกลับส่งเสียงดังรบกวนชาวบ้านเขาสนุกสนาน ต่ำ ต่ำ ต่ำ ต่ำโครตแม่งมึงจริงอีสััส!!!,0
8.95E+17,คงไม่แสดงตัวหรอกค่ะ สันดานสัตว์เลื้อยคลานชั้นต่ำ twitter.com/iiDudes/status…,0
8.99E+17,"ต่ำ!!! หยดสีขี้กะจิด 
อย่าเอามาปนถังแม่สีเลย 😂",0
8.99E+17,หัวกับหางมันชั่วพอกัน แบบนี้คือชายกระโปรงหมาลอบกัด ในเครื่องแบบ twitter.com/envi_avatar/st…,0
9.01E+17,เดินทางปลอดภัย ความยุติธรรมไม่มีในโลกถ้ามีจริงคนชั่วๆแม่งตายห่ากันหมดแล้ว.🔴,0
8.99E+17,มีแต่สาวใจร่าน เก็บทรงไม่อยู่กันหมด,1
8.97E+17,TWEET_NOT_FOUND,0
8.99E+17,พ่อแม่เขาคงสอน แต่สันดานมันคงรับไม่ได้เอง อิชั่ว ออเลว,0
8.99E+17,ก็เลยต้องแสดงออกด้วยการไปเสือก ไปทำเรื่องแย่ๆ กับคนๆนั้น เพื่อสนองอารมณ์ด้านลบของมึงเอง มึงมันก็แค่พวกขี้แพ้ แพ้ให้กับความชั่วในตัวมึงเองอ่ะ,0
8.99E+17,อารมณ์ชั่ววูบนี้เป็นเรื่องดีก็โอเค,0
8.99E+17,เอาเลือดชั่วออกจากตัวบ้างก็ดีนะ,0
9.03E+17,แล้วเที่ยวบอกว่ากูร้าย ก็พูดชั่วทำชั่วดั่งตัวเหี้ย จะได้ดีได้ยังไงล่ะอีเหี้ย!,0
8.99E+17,TWEET_NOT_FOUND,0
9.03E+17,คนชั่วก็ลอยนวลต่อไป ส่วนคนดีก็ก้มหน้าก้มตาทำงานไปดิ,0
8.99E+17,เพื่อนบางประเภทอยากด่าให้เยื่อแก้วหูขาด อีสัส ขี้นินทานักอีชั่ว ตบ,0
8.96E+17,สักวัน แมงดาจะรู้ว่าที่มึงเคยนอน กูซื้อให้เอง,0
8.96E+17,เอาสนตีนปิดตา หรา ถึงแยกไม่ออก ต่ำ #มิซาเอะ,0
9.01E+17,ต่อไปนี้จะรอดูผลงานลุงตู่นะครับ ไม่ต้องอ้างว่าคนชั่วหนักแผ่นดินแล้ว ถ้ายังไม่ดีขึ้นก็พิจารณาตัวเองด้วยนะครับ #Yingluck,0
9.03E+17,ตอแหล อีแรด อีร่าน ใช้สมองห่าไรของมึงคิดกูไม่รู้จะสันหาอะไรมาด่ามึงแหละเพราะมึงมันเหี้ย!!!,1
9.03E+17,,0
9.01E+17,ภายในสิ้นปีนี้ประเทศจะมีถนนปูด้วยทองคำแล้ว คนชั่วออกจากประเทศไปหมดแล้วคร๊,0
9.03E+17,เหมาะสมไม่เหมาะสมคืออะไร ประพฤติดีประพฤติชั่วใครเป็นคนบอก กฎหมายหรอ ป่าว กูคือกฎกฎคือกู ถอยหลังลงคลองไปเถอะ สังคมห่วย มหาลัยเต่าล้านปี,0
8.99E+17,TWEET_NOT_FOUND,0
8.99E+17,TWEET_NOT_FOUND,0
9.03E+17,,0
8.99E+17,,0
8.97E+17,"ความชั่วของคนอื่นมีมาก 
หากมีคนมาถามก็ไม่พูดหรือพูดน้อย

ความดีของคนอื่นมีน้อย 
หากมีผู้มาถามก็พูดให้มาก",0
9.03E+17,นักการเมืองสิจะบอกว่าใครได้ละ เรื่องชั่วๆเนี่ย twitter.com/KNapha/status/…,0
9.01E+17,โอ้ยตายๆนี่ผู้ชายหรือแมงดาค่ะ,0
8.99E+17,,0
9.01E+17,คนไทยบางคนบ้าเพ้อเจ้อกับพวกกระหรี่แมงดา pussy horse อย่างน่าสงสารสมเพชเวทนา😊คนแบบนั้นไม่สามารถเป็นทรัพยากรที่มีคุณภาพในการพัฒนาประเทศไทยได้😆,1
9.00E+17,เป็นแฟนหรือเป็นแมงดาเอาดีๆ จะเกาะหลังแล้วนะนั่น เกลียดครอบครัวมึงจริงๆเลยหว่ะ,0
9.01E+17,จะกลับมาทำไมวะ คำว่าพ่อที่ยังให้ตอนนี้คือแค่คำว่าไว้หน้า กลับมาเป็นแมงดาแบบนี้คงไม่ละอายแล้วแหล่ะ ก็อย่าให้ถึงที่กูต้องพูดก็พอ ไม่ไว้หน้าล่ะ,0
9.00E+17,บ้านพักนี่เหมือนสวนสัตว์อะ มีตั้งแต่ตุ๊กแก หนู งู ตะขาบ แมงป่อง แมลงสาบ ล่าสุดเจอแมงดา ถถถถถต,0
8.98E+17,"อยู่ภายในใจเป็นหมื่นล้านคำ บอกให้เทอฟังไม่ได้สักคำ
Smอีชั่ว เลว ต่ำ 👎👊 pic.twitter.com/5FCxRQk18g",0
8.99E+17,ไอเรื่องชั่วที่เราเคยทำส่วนใหญ่เขารู้หมดแหละแต่แค่เขาไม่พูด ให้คิดเองโตแล้ว #พ่อแม่,0
8.99E+17,"ผู้หญิงหาผัวรวย = เลือกสิ่งที่ดีให้กับตัวเอง
ผู้ชายหาเมียรวย = แมงดา

#อิสัส",0
9.03E+17,"ความเลวร้ายที่กระทำ
กับประเทศไทย ที่เกิด
จากเชื้อร้ายชั่วช้าทำ
ทิ้งไว้แล้วหนีไป
#ชาติชั่ว เชื้อร้ายไม่เคยสำนึก# pic.twitter.com/0RQbEO8Bbw",0
8.99E+17,TWEET_NOT_FOUND,0
8.97E+17,อยากกินยำไข่แมงดาเลยอะ ;-;,0
8.99E+17,ไม่เจอใครแมงดาเท่ามึงแล้วค่ะ,0
9.00E+17,โคตรขี้เหนียว เหนียวแบบน่ารังเกียจ เกินเยียวยา ใครได้ไปก็ขอให้โชคดีนะจ้ะ แม่งเกาะเป็นแมงดาเลย เอะอะขอ,0
8.96E+17,มึงมันก็แค่ แมงดา,0
8.97E+17,เมื่อก่อน ขึ้นเงินเดือนราชการแมงดานักการเมือง บอกของจะแพง ทุกวันนี้แม่งเงียบกริบ,0
9.03E+17,TWEET_NOT_FOUND,0
8.99E+17,ใช่ซี๊.....ลุงมันหน้าด้านสุดๆอยุ่แล้วนี่,0
9.03E+17,อย่าเรียกผู้ชายที่เกาะผู้หญิงกินว่าแมงดา ให้เรียกเขาว่าผู้ชายที่ไม่มีปัญญาทำมาหาแดก,0
8.98E+17,ความชอบไม่แน่ไม่นอนจริงๆ แต่ก่อนไม่ชอบน้ำพริกแมงดาเพราะฉุน ไปๆมาๆก็อยากกินซะงั้น,0
9.02E+17,มึงก็ไม่ต่างอะไรกับแมงดาเลยนะ,0
9.03E+17,TWEET_NOT_FOUND,0
8.88E+17,TWEET_NOT_FOUND,0
8.97E+17,ถ้างานต้องให้ไอ้พวกแมงดามันดูจะพยายามเขียนลายมือเหี้ยๆให้อ่านออกคนเดียว สมน้ำหน้า,0
